tipo1;nombre_barra;Zona;clave_ds;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
G;COLLAHUASI____220;NORTE;02605900000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ENCUENTRO_____220;NORTE;04337700000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;461,868552408812;12741,3833229242;28324,5565020144;28860,4664452943;28303,3303582039
G;ENCUENTRO_____220;NORTE;04337700000RF;-14498,9855899615;-14564,528976643;-14560,1694846056;-14594,5904320844;-14606,3867510356;-14472,678597529;-14430,8958514026;-14503,7312482751;-13762,0323374857;-12929,0467523249;-12787,6403561746;-12715,1604348775;-13868,5961268155;-13347,6446511822;-12528,9905656437;-12634,7496262131;-13474,0029270791;-13148,1838065739;-13085,1277944852;-3603,08084453292;0,0;0,0;0,0;0,0
G;ENCUENTRO_____220;NORTE;04338100000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;589,967991087373;13407,8230089613;28822,2000949507;28966,4106029154;28398,072035646
G;ENCUENTRO_____220;NORTE;04338100000RF;-13853,012325251;-13915,6324760791;-13927,2918818783;-13963,2479824055;-13967,3889860336;-13850,956395911;-13826,6794561783;-13986,1711244734;-13500,7587493951;-12749,8027217756;-12696,3486979522;-12728,3829740757;-13924,8145634984;-13453,5949732879;-12648,046220727;-12717,4684398124;-13566,4298104314;-12875,4992586978;-12432,8907158364;-3151,68874688099;0,0;0,0;0,0;0,0
G;ENCUENTRO_____220;NORTE;04338400000IF;0,0;0,0;0,0;0,0;0,0;0,0;30,0364770472453;24727,8647358587;92705,6880523917;116707,717375804;114582,615032236;111702,502797789;115438,082904604;116646,55252742;91859,7574572266;92483,1113714863;93357,5239102153;53906,6468524205;2402,73071347837;0,0;0,0;0,0;0,0;0,0
G;ENCUENTRO_____220;NORTE;04338400000RF;-428,426447737035;-425,258313468559;-427,211889781353;-430,587396873713;-428,740139078362;-466,466764496959;-338,695591708847;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-240,15627346428;-502,760552717549;-490,632882884375;-473,951242092167;-482,709977321565;-469,885926507099
G;MEJILLONES____110;NORTE;05929800179IF;16185,8167046068;16183,0414580504;16296,1323650419;16273,3831549619;16312,374919931;16218,3093869555;16246,9092346458;16385,9175686438;16547,6713963757;16422,123911076;15987,2105543215;15809,346719816;15813,0875350522;15680,9356462551;15442,586911255;15445,5168168467;15566,2008739751;15793,4715215193;15916,5146701579;16166,7119392211;16254,7173834708;16442,3741098993;16563,6707591284;16535,074803771
G;P.ALMONTE2____013;NORTE;08735000000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;379,018;1491,099;5806,727;6256,944;5988,531;5802,979;5746,421;5437,376;5408,211;5275,505;3668,276;182,922;0,0;0,0;0,0;0,0;0,0
G;P.ALMONTE2____013;NORTE;08735000000RF;-20,633;-20,713;-20,95;-21,236;-21,063;-20,884;-24,779;-1,639;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-15,971;-19,417;-19,616;-20,244;-20,391;-20,323
G;P.ALMONTE1____013;NORTE;08735100000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;798,484;2807,807;10921,56;13384,668;12807,466;12501,75;12407,345;12359,478;12260,846;12059,945;7959,042;406,096;0,0;0,0;0,0;0,0;0,0
G;P.ALMONTE1____013;NORTE;08735100000RF;-42,594;-42,346;-42,991;-43,791;-43,53;-43,334;-51,86;-3,668;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-32,695;-39,132;-39,93;-41,404;-41,667;-41,479
G;LAHUAYCA2_____066;NORTE;10435700000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;627,565;3573,643;13983,853;18639,253;20624,199;21007,737;19699,292;17982,324;15268,033;10667,941;4679,982;311,976;0,0;0,0;0,0;0,0;0,0
G;LAHUAYCA2_____066;NORTE;10435700000RF;-67,774;-68,354;-68,89;-70,065;-70,363;-70,276;-69,514;-16,606;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-39,778;-62,754;-62,79;-63,981;-65,6;-66,709
G;TARAPACA______220;NORTE;10617605107IC;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;TARAPACA______220;NORTE;10617605107RC;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;TARAPACA______220;NORTE;10617700035IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;TARAPACA______220;NORTE;10617700035RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;LACRUZ________220;NORTE;12243200000IF;-6625,48866856302;-6718,82611458623;-6789,15133000714;-7044,91971496319;-7404,52597132595;-7649,72190847898;-7370,50794593829;-6495,48340273199;-6330,51684672975;-6717,73191863718;-5208,61025501733;-4210,38035759067;-4193,97702596671;-5000,13180796415;-6240,55967612466;-6875,61570178366;-6502,29057449896;-5987,55304746282;-5456,21701904314;-4987,35255385991;-5153,53194093306;-7037,81490638176;-7508,24416399697;-7467,17073165736
G;LABERINTO_____220;NORTE;13144600000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21757,2505140184;95210,8208220317;107863,210844433;108852,66415541;107104,863628379;105639,301858775;103802,852771283;101183,228890075;96715,9956494751;96819,8606019228;43653,3654746366;1170,12846744505;0,0;0,0;0,0;0,0;0,0
G;LABERINTO_____220;NORTE;13144600000RF;-321,723536630304;-312,807104441737;-317,28773639938;-327,848690112451;-385,569702470373;-379,448082282143;-409,817866063302;-6,05323465385554;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-329,303228377915;-469,67572760127;-325,199392924493;-319,021375315677;-318,405991910825;-317,386965319542
G;TOCOPILLA_____220;NORTE;13740300000IF;351275,773;342215,633;326563,312;316276,289;316279,086;327923,586;355522,375;225027,734;115671,191;23991,383;0,0;0,0;0,0;0,0;0,0;0,0;54463,829;115766,096;166338,764;235725,09;156631,914;276505,691;346148,805;341728,172
G;TOCOPILLA_____220;NORTE;13740300000RF;-17382,6433543408;-17162,3300361974;-17794,631789983;-16308,638402733;-16254,5567253922;-16019,5546401152;-15275,8649822653;-25651,7494903808;-10724,5593259221;-14034,2366422998;-5752,72416311571;-4923,51164392337;-4655,92666317489;-4385,25705295951;-4904,3464457135;-7777,69999600324;-4820,41190827695;-15500,116865999;-6722,90379031611;-13843,1105143895;-18410,4320887688;-3022,0875714139;-16741,9363837637;-16577,4757095368
G;URIBE_SOLAR___110;NORTE;19744500000IF;0,0;0,0;0,0;0,0;0,0;0,0;12,721;9700,845;33012,582;36216,941;37634,984;37251,771;37363,151;37655,635;37062,105;36392,524;36391,429;27345,987;1582,866;0,0;0,0;0,0;0,0;0,0
G;URIBE_SOLAR___110;NORTE;19744500000RF;-183,094;-184,422;-186,124;-187,086;-187,299;-187,531;-142,599;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-102,801;-220,859;-222,56;-178,496;-179,835;-185,196
G;AG.BLANCAS____013;NORTE;20533500205IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;INACESA_______023;NORTE;20934400000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;INACESA_______023;NORTE;20934400000RF;-24,4847544286007;-24,5097690825373;-24,6767066145267;-25,2966817226426;-25,8406769233022;-25,8256719620798;-25,7446907370853;-26,2376899332696;-26,592772893846;-26,1687912641345;-25,6998012673327;-25,224773847109;-25,1107769618232;-25,2237789935136;-25,9087718076626;-24,9367813136351;-24,1447741012571;-24,4267688238094;-24,3897990467101;-25,0467916477438;-24,8697871841701;-24,6257988715643;-24,3777300454392;-24,428708824051
G;ANDES_SNG_____345;NORTE;21534800000IA;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ANDES_SNG_____345;NORTE;21534800000RA;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ANGAMOS_______220;NORTE;22040700000IF;215190,104679714;220007,990336916;242834,302209593;243382,583499054;243490,703044758;244936,570760833;246335,414491552;247692,444458891;213804,162056804;107342,365007379;66989,0957921712;67165,692701925;67464,3404859102;67353,6950366588;67417,8273883224;67433,2913303759;67262,9080496727;107665,022880881;201226,588480774;246295,569954447;237553,323984269;215836,611156274;215703,643732148;215372,988624368
G;ANGAMOS_______220;NORTE;22040700000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ANGAMOS_______220;NORTE;22040800000IF;215918,493976355;216211,262134719;216064,102537585;216135,766880155;216026,909525743;215878,23859115;215816,469259409;216151,327074135;192739,665065199;106774,028518099;69220,1611331478;68635,4708496417;68619,2450820869;68512,7277212416;68609,240125684;70003,1132685663;70027,4512242883;107440,822770724;196705,154522573;216018,844651569;216372,518191423;216293,488992963;216182,387847418;216055,408559285
G;ANGAMOS_______220;NORTE;22040800000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ANGAMOS_______220;NORTE;22040900000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,979540593229559;0,0;0,0;24,4577750430453;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ANGAMOS_______220;NORTE;22040900000RF;-395,012260720242;-397,640844341028;-398,886189664402;-404,341689577909;-399,396762425602;-391,974082006513;-394,974291901549;-406,400640527075;-395,322472989357;-381,818126832969;-395,444114067725;-435,83220519776;-437,642315015098;-540,19027868525;-393,170196942505;-450,148592284617;-420,776751382207;-437,647628740184;-443,706645040459;-434,783311724988;-428,194592129296;-418,930715470595;-421,215053935299;-426,839124068317
G;LAPORTADA_____023;NORTE_DX;22636822000IC;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;LAPORTADA_____023;NORTE_DX;22636822000RC;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;M.ELENA_______220;NORTE;22937100000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0669873853642512;14247,0149824601;50765,5207210922;55875,0397575933;53948,5279686623;52089,6719065574;52694,1357175952;53379,9424684729;53439,7297845884;53619,6581625724;51848,5834488402;26909,5893614406;1037,65309092223;0,0;0,0;0,0;0,0;0,0
G;M.ELENA_______220;NORTE;22937100000RF;-208,103302567136;-208,14680156502;-210,072776748618;-213,511314014848;-213,100897984818;-212,466933262924;-201,233880809763;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-239,401055661464;-326,493443202442;-278,756783073364;-214,926327407199;-214,079382222941;-216,468608258809
G;SOLARJAMA_____220;NORTE;23637800000IF;0,0;0,0;0,0;0,0;0,0;0,0;142,176;20156,839;44628,104;47291,685;47642,317;46857,656;46463,184;46363,02;43453,367;41992,76;41892,463;26079,308;682,634;0,0;0,0;0,0;0,0;0,0
G;SOLARJAMA_____220;NORTE;23637800000RF;-134,126;-133,29;-136,138;-135,381;-134,628;-136,893;-93,257;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-65,649;-132,673;-132,427;-133,423;-133,442;-132,271
G;ANDES_SNG_____220;NORTE;24032300000IF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ANDES_SNG_____220;NORTE;24032300000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ANDES_SNG_____220;NORTE;24038500000IF;1,09502416215754;0,095387908309349;0,199330289171036;0,248550232404326;0,299834894199101;2,51100722546566;2,32830665192811;5270,00638246473;16908,9412631056;18542,9840858938;18439,0654907484;18285,6309007787;18152,1910356406;18072,1032983807;16319,836906551;16205,8076903131;16505,8899321494;9076,41091846958;74,4327123770444;0,00486927962503897;1,01083549833022;0,695998217610363;1,60528234105255;0,00195626824793456
G;ANDES_SNG_____220;NORTE;24038500000RF;-420,402491927356;-410,629751773168;-418,083998989226;-422,872800261083;-416,858857091805;-424,17615066607;-394,416346529659;-10,5765984588454;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-226,969938515058;-521,127268484792;-409,066623912986;-471,287477721737;-456,060338287736;-455,651015988865
G;ANDES_SNG_____220;NORTE;24038500001IF;0,0;0,0;0,0;0,0;0,0;0,0;55,7823468691109;16979,49025985;57089,6990799091;64190,0528663178;65193,4016800765;67239,6506173642;67665,9375075572;68811,5067735815;64794,908314618;64527,3922345576;64338,3593576266;35666,4187304495;843,833788073854;0,0;0,0;0,0;0,0;0,0
G;ANDES_SNG_____220;NORTE;24038500001RF;-120,404533949029;-119,651917825947;-121,295454174742;-122,602375609722;-120,708324609163;-120,933190728305;-90,7533706356013;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-133,66102548311;-120,828464830332;-113,994265014799;-115,899904796253;-115,334945897659;-115,896962062003
G;KAPATUR_______220;NORTE;26842400000IF;249933,660276765;248638,901804726;247880,2261359;248301,897366076;249873,505009049;250763,550056824;251212,692677495;230605,363868436;57315,975438074;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13199,930031178;54117,5924695739;129457,346449458;245492,48077247;249498,640651633;250716,810793187;251192,776712838;251269,071599213
G;KAPATUR_______220;NORTE;26842400000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-398,193806760489;-982,079352619888;-858,610437463678;-747,515106194574;-733,640674532051;-757,94259442857;-795,719978051164;-1032,69129255049;-539,833183969587;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;KAPATUR_______220;NORTE;26842500000IF;249363,735411331;248173,162296366;247237,10253425;247733,424927615;249299,765128481;250351,690026879;250470,450418999;230124,396330252;57212,564915747;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13026,7531182255;53766,5901920658;129066,694204159;244923,60859237;248940,646095524;250012,273377183;250765,032976019;250705,943467107
G;KAPATUR_______220;NORTE;26842500000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-399,477383143474;-977,349158724949;-843,566419942888;-732,577235640772;-719,53733221448;-745,07640067974;-781,414596457595;-1015,30463138063;-535,684669623615;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;PEQ___________220;NORTE;27543809000IF;0,0;0,0;0,0;0,0;0,0;0,0;10,867;14971,348;68834,114;85808,191;85088,92;85060,74;85156,332;85132,021;85107,021;85051,246;78655,73;34959,709;1599,62;0,0;0,0;0,0;0,0;0,0
G;PEQ___________220;NORTE;27543809000RC;-137,962;-137,227;-137,954;-139,759;-139,226;-139,476;-114,123;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-73,005;-136,157;-135,435;-134,306;-137,055;-138,564
G;ARRIERO_______220;NORTE;27643900000IF;2560,059;7328,312;11429,263;7826,113;7249,598;10197,149;5273,48;7093,706;11692,106;8559,631;76678,77;105802,518;104992,314;105130,467;68250,383;74086,156;85164,672;105134,996;72939,277;7860,82349999997;0,0;3841,258;20658,311;43555,612
G;ARRIERO_______220;NORTE;27643900000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-288,985018381344;-638,828;-77,53;0,0;0,0
G;CONCHI________220;NORTE;27744900000IF;50790,2065184899;52274,6476111354;50608,7392452044;50908,5275379043;50607,058277586;50191,5803698323;50002,9472285934;49501,4120966629;49608,1919892505;48486,2838415418;48452,011322241;46976,1259960023;46746,5174368295;46702,0838834444;46779,170627556;47058,8303355725;47428,020293342;48393,2147510198;49254,9604629368;49665,1106173521;49843,4055388419;51527,1065311268;51608,2145640364;51615,6047493085
G;CONCHI________220;NORTE;27744900000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;C.DOMINADOR___220;NORTE;28545900000IF;0,0;0,0;0,0;0,0;0,0;0,0;10,7911143970416;22888,3551164925;80476,7865387296;89613,941992187;89592,2128871503;88742,8987599496;88979,8401129422;88690,880731386;84776,0076025569;83564,2397400042;82541,0247251284;43214,9116565453;1609,52570133648;0,0;0,0;0,0;0,0;0,0
G;C.DOMINADOR___220;NORTE;28545900000RF;-227,094930886152;-225,687741233353;-226,382654341635;-228,137248389918;-226,393186371878;-224,472162543152;-218,85194249484;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-158,037618601613;-267,466387824731;-260,757455802723;-252,599183334225;-251,861574905617;-250,329528906928
G;CANDELARIA____220;SUR;AUXCAND1;-259,271155837863;-260,847256967749;-259,743281424711;-264,495947799757;-261,378483016812;-260,343283639902;-260,90450542131;-272,615568753824;-265,103912890153;-274,202084022513;-404,210468597745;0,0;0,0;-118,041143970224;-288,347089127915;-276,384790792895;-283,921813587302;-269,216311204727;-261,684955590138;-256,629781334524;-254,226472496388;-255,480238429001;-258,05975358335;-263,253448936643
G;CANDELARIA____220;SUR;AUXCAND2;-156,632031944517;-314,941083987792;-323,765195230525;-334,623466220194;-312,440134749957;-308,338665821678;-303,664721429843;-314,833909710678;-419,094833003311;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-229,959994583599;-278,011299893635;-265,863206061315;-268,562323877622
G;CHARRUA_______154;SUR;AuxYungay;-303,674;-311,803;-295,27;-297,135;-290,13;-294,968;-299,204;-327,1;-316,68;-294,024;-259,964;-259,627;-258,45;-265,143;-254,956;-234,999;-230,945;-229,109;-220,444;-225,523;-225,061;-227,055;-248,248;-261,85
G;TAP_ROSAL_____220;SUR;Aux_G_LAJA_I;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
